,time,pod_name,mean_cpu_usage_nanocores,mean_memory_working_set_bytes
242743,1687726800000000000,kibana-kibana-5d996f756d-f9pwp,60222119.7,827880243.2
243801,1687725000000000000,kibana-kibana-5d996f756d-f9pwp,54662456.7,828452522.6666666
244853,1687723200000000000,kibana-kibana-5d996f756d-f9pwp,58720942.7,827707528.5333333
245899,1687721400000000000,kibana-kibana-5d996f756d-f9pwp,54361609.56666667,831008631.4666667
246955,1687719600000000000,kibana-kibana-5d996f756d-f9pwp,52321522.46666667,831055325.8666667
248005,1687717800000000000,kibana-kibana-5d996f756d-f9pwp,60178113.583333336,831529233.0666667
249010,1687716000000000000,kibana-kibana-5d996f756d-f9pwp,50358052.71666667,830700066.1333333
250064,1687714200000000000,kibana-kibana-5d996f756d-f9pwp,45832372.31666667,832256819.2
251113,1687712400000000000,kibana-kibana-5d996f756d-f9pwp,49259988.28333333,829076275.2
252156,1687710600000000000,kibana-kibana-5d996f756d-f9pwp,50786117.483333334,830627771.7333333
253206,1687708800000000000,kibana-kibana-5d996f756d-f9pwp,56957596.266666666,829263189.3333334
254258,1687707000000000000,kibana-kibana-5d996f756d-f9pwp,50268034.96666667,828529595.7333333
255305,1687705200000000000,kibana-kibana-5d996f756d-f9pwp,50547653.7,832390348.8
256356,1687703400000000000,kibana-kibana-5d996f756d-f9pwp,60562949.3,830423381.3333334
257409,1687701600000000000,kibana-kibana-5d996f756d-f9pwp,56718729.55,829463347.2
258409,1687699800000000000,kibana-kibana-5d996f756d-f9pwp,58001595.75,830907665.0666667
259460,1687698000000000000,kibana-kibana-5d996f756d-f9pwp,63750932.11666667,829882504.5333333
260512,1687696200000000000,kibana-kibana-5d996f756d-f9pwp,60992940.61666667,831163528.5333333
261567,1687694400000000000,kibana-kibana-5d996f756d-f9pwp,57325815.983333334,827558297.6
262624,1687692600000000000,kibana-kibana-5d996f756d-f9pwp,59054723.21666667,827413367.4666667
263674,1687690800000000000,kibana-kibana-5d996f756d-f9pwp,59303332.733333334,830678084.2666667
264726,1687689000000000000,kibana-kibana-5d996f756d-f9pwp,57087743.75,832166434.1333333
265780,1687687200000000000,kibana-kibana-5d996f756d-f9pwp,60278487.78333333,831028701.8666667
266826,1687685400000000000,kibana-kibana-5d996f756d-f9pwp,72536314.06666666,829312068.2666667
267879,1687683600000000000,kibana-kibana-5d996f756d-f9pwp,65077775.53333333,829131025.0666667
268899,1687681800000000000,kibana-kibana-5d996f756d-f9pwp,67765846.38333334,830711330.1333333
